Status,Life expectancy ,Adult Mortality,Hepatitis B, BMI ,Polio,Diphtheria , thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
0.0,59.2,393.0,94.0,34.7,96.0,96.0,8.4,8.2,0.661,12.2
0.0,57.5,427.0,94.0,34.2,96.0,96.0,8.8,8.6,0.646,12.1
0.0,56.9,436.0,93.0,33.7,96.0,96.0,9.2,9.0,0.63,12.1
0.0,54.8,491.0,93.0,33.2,96.0,96.0,9.6,9.4,0.61,11.9
0.0,51.7,566.0,92.0,32.7,96.0,96.0,1.0,9.9,0.593,11.9
0.0,48.1,652.0,91.0,32.2,96.0,96.0,1.5,1.4,0.58,11.8
0.0,46.4,693.0,9.0,31.6,96.0,96.0,1.9,1.8,0.567,11.8
0.0,46.0,699.0,88.0,31.1,97.0,97.0,11.4,11.3,0.558,11.9
0.0,46.7,679.0,87.0,3.5,97.0,97.0,11.8,11.8,0.56,11.8
0.0,47.8,647.0,86.0,29.9,97.0,97.0,12.3,12.2,0.559,11.7
0.0,75.0,142.0,96.0,56.1,98.0,96.0,2.7,2.6,0.754,15.2
0.0,74.8,144.0,96.0,55.3,96.0,93.0,2.7,2.7,0.747,15.2
0.0,74.7,146.0,96.0,54.5,96.0,97.0,2.8,2.7,0.734,14.2
0.0,74.5,148.0,96.0,53.6,96.0,95.0,2.8,2.8,0.73,14.2
0.0,74.1,152.0,98.0,52.8,98.0,99.0,2.9,2.8,0.724,14.0
0.0,73.8,154.0,96.0,52.0,99.0,99.0,2.9,2.9,0.716,13.8
0.0,73.6,157.0,99.0,51.1,99.0,99.0,3.0,2.9,0.714,13.8
0.0,73.4,158.0,96.0,5.3,99.0,99.0,3.0,3.0,0.704,13.3
0.0,73.3,159.0,99.0,49.4,99.0,99.0,3.1,3.0,0.7,13.5
0.0,73.0,161.0,99.0,48.6,99.0,99.0,3.1,3.1,0.698,13.8
0.0,72.7,163.0,98.0,47.8,99.0,99.0,3.2,3.1,0.694,13.8
0.0,72.0,17.0,96.0,46.9,99.0,99.0,3.2,3.2,0.695,14.0
0.0,71.8,172.0,97.0,46.1,99.0,99.0,3.3,3.3,0.699,14.8
0.0,71.4,176.0,92.0,45.3,99.0,99.0,3.3,3.3,0.692,14.6
0.0,71.0,179.0,91.0,44.5,99.0,98.0,3.4,3.4,0.685,14.3
0.0,75.0,183.0,94.0,43.7,99.0,98.0,3.4,3.4,0.677,14.1
0.0,77.7,78.0,99.0,41.2,99.0,99.0,5.7,5.1,0.864,14.9
0.0,77.6,8.0,99.0,4.2,99.0,99.0,5.7,5.2,0.863,15.0
0.0,77.1,84.0,98.0,39.2,99.0,99.0,5.8,5.2,0.86,14.9
0.0,78.3,79.0,99.0,38.2,99.0,99.0,5.8,5.3,0.852,14.4
0.0,77.4,79.0,93.0,37.2,99.0,97.0,5.9,5.4,0.846,14.1
0.0,76.9,79.0,96.0,36.2,99.0,95.0,5.9,5.4,0.845,14.2
0.0,76.8,88.0,96.0,35.2,99.0,99.0,6.0,5.5,0.841,14.1
0.0,77.2,84.0,96.0,34.2,97.0,98.0,6.1,5.6,0.84,14.2
0.0,76.0,1.0,97.0,33.2,95.0,99.0,6.2,5.7,0.84,14.3
0.0,76.3,93.0,99.0,32.2,94.0,97.0,6.3,5.8,0.837,14.3
0.0,76.2,92.0,99.0,31.2,93.0,94.0,6.4,5.9,0.834,14.1
0.0,76.4,89.0,99.0,3.1,92.0,92.0,6.5,6.0,0.828,13.7
0.0,76.0,89.0,99.0,29.1,99.0,92.0,6.6,6.1,0.823,13.4
0.0,74.8,95.0,99.0,28.0,99.0,94.0,6.7,6.1,0.82,13.3
0.0,74.7,19.0,99.0,27.0,99.0,97.0,6.8,6.2,0.819,13.4
0.0,74.4,16.0,99.0,26.1,99.0,99.0,6.8,6.3,0.818,13.4
1.0,74.5,137.0,92.0,65.7,91.0,91.0,1.9,1.8,0.792,15.0
1.0,74.3,138.0,95.0,65.1,88.0,88.0,1.9,1.9,0.787,14.8
1.0,74.1,14.0,95.0,64.5,95.0,95.0,1.9,1.9,0.781,14.4
1.0,73.9,139.0,95.0,63.9,95.0,95.0,1.9,1.9,0.778,14.3
1.0,73.7,144.0,96.0,63.3,95.0,95.0,2.0,2.0,0.775,14.2
1.0,73.4,147.0,95.0,62.7,94.0,94.0,2.0,2.0,0.77,13.9
1.0,73.2,152.0,96.0,62.1,94.0,94.0,2.0,2.1,0.768,13.8
1.0,72.9,155.0,96.0,61.5,96.0,95.0,2.1,2.1,0.761,13.8
1.0,72.6,157.0,95.0,6.9,95.0,95.0,2.1,2.2,0.755,13.5
1.0,72.2,161.0,96.0,6.3,96.0,95.0,2.2,2.2,0.75,13.5
1.0,72.1,16.0,96.0,59.7,97.0,96.0,2.2,2.3,0.745,13.5
1.0,72.2,157.0,94.0,59.1,94.0,95.0,2.3,2.3,0.738,13.3
1.0,72.0,155.0,96.0,58.6,96.0,96.0,2.3,2.4,0.729,12.9
1.0,71.8,157.0,88.0,58.1,94.0,93.0,2.4,2.4,0.723,12.9
1.0,71.6,16.0,93.0,57.5,94.0,94.0,2.4,2.5,0.713,12.9
1.0,71.1,163.0,94.0,57.0,94.0,93.0,2.5,2.5,0.709,12.9
0.0,59.9,26.0,91.0,19.4,91.0,91.0,8.0,7.5,0.399,7.7
0.0,59.3,268.0,91.0,18.8,91.0,91.0,8.2,7.7,0.398,7.7
0.0,59.0,27.0,88.0,18.2,89.0,88.0,8.4,7.9,0.392,7.5
0.0,58.6,271.0,9.0,17.7,9.0,9.0,8.6,8.1,0.384,7.2
0.0,58.1,275.0,91.0,17.1,9.0,91.0,8.8,8.4,0.377,6.7
0.0,57.5,279.0,91.0,16.6,9.0,91.0,9.0,8.6,0.365,6.3
0.0,56.9,283.0,92.0,16.1,91.0,92.0,9.3,8.8,0.356,5.9
0.0,56.1,288.0,93.0,15.6,92.0,93.0,9.5,9.1,0.345,5.4
0.0,55.3,293.0,89.0,15.1,93.0,89.0,9.8,9.3,0.334,4.9
0.0,54.3,32.0,76.0,14.6,94.0,86.0,1.0,9.6,0.325,4.7
0.0,59.6,288.0,94.0,18.7,94.0,94.0,7.3,7.2,0.406,10.6
0.0,59.1,297.0,95.0,18.2,95.0,95.0,7.4,7.3,0.404,10.6
0.0,58.6,33.0,96.0,17.6,96.0,96.0,7.4,7.4,0.398,10.5
0.0,58.0,312.0,96.0,17.1,96.0,96.0,7.5,7.5,0.393,10.3
0.0,57.4,321.0,96.0,16.6,95.0,96.0,7.6,7.6,0.385,9.9
0.0,56.8,33.0,96.0,16.1,94.0,96.0,7.7,7.7,0.361,9.3
0.0,56.2,338.0,94.0,15.7,96.0,94.0,7.8,7.8,0.336,8.6
0.0,55.3,35.0,92.0,15.2,89.0,92.0,7.9,7.9,0.319,7.9
0.0,54.8,355.0,99.0,14.8,93.0,99.0,8.0,8.0,0.309,7.2
0.0,54.1,361.0,92.0,14.5,88.0,92.0,8.1,8.2,0.29,5.9
0.0,53.4,369.0,87.0,14.1,82.0,87.0,8.2,8.3,0.286,5.6
0.0,52.6,378.0,83.0,13.8,76.0,83.0,8.4,8.4,0.279,5.2
0.0,73.3,114.0,96.0,31.3,93.0,93.0,6.6,6.6,0.646,13.5
0.0,73.0,117.0,97.0,3.5,95.0,95.0,6.8,6.7,0.643,13.5
0.0,72.8,12.0,94.0,29.7,93.0,93.0,6.9,6.9,0.643,13.6
0.0,72.7,121.0,94.0,29.0,94.0,94.0,7.1,7.1,0.636,13.2
0.0,72.6,122.0,9.0,28.2,9.0,9.0,7.3,7.2,0.632,13.1
0.0,72.5,123.0,98.0,27.5,99.0,99.0,7.4,7.4,0.627,12.7
0.0,72.4,124.0,98.0,26.8,99.0,99.0,7.6,7.6,0.621,12.4
0.0,72.4,124.0,98.0,26.2,99.0,99.0,7.8,7.8,0.615,12.2
0.0,72.3,126.0,96.0,25.5,98.0,98.0,8.1,8.0,0.602,11.9
0.0,72.1,129.0,95.0,24.9,97.0,96.0,8.3,8.3,0.596,11.9
0.0,71.8,134.0,93.0,24.3,95.0,95.0,8.5,8.5,0.582,11.2
0.0,71.4,14.0,91.0,23.7,94.0,93.0,8.7,8.7,0.574,11.1
0.0,71.1,144.0,66.0,23.2,93.0,92.0,8.9,8.9,0.572,11.3
0.0,77.0,148.0,4.0,22.6,92.0,91.0,9.2,9.1,0.569,11.3
0.0,68.7,174.0,89.0,19.6,87.0,89.0,1.9,1.9,0.558,10.9
0.0,68.3,179.0,88.0,18.9,87.0,88.0,1.9,11.0,0.553,10.9
0.0,67.8,183.0,83.0,18.2,66.0,83.0,11.0,11.1,0.546,10.8
0.0,67.4,186.0,86.0,17.6,84.0,86.0,11.0,11.2,0.54,10.7
0.0,67.0,19.0,88.0,17.0,87.0,88.0,11.0,11.2,0.533,10.7
0.0,66.6,192.0,89.0,16.4,88.0,89.0,11.0,11.3,0.519,10.6
0.0,66.1,195.0,92.0,15.9,95.0,94.0,11.1,11.4,0.52,10.5
0.0,65.6,199.0,91.0,15.3,91.0,91.0,11.2,11.4,0.511,10.5
0.0,65.0,24.0,82.0,14.8,82.0,82.0,11.3,11.5,0.495,10.3
0.0,64.1,216.0,8.0,14.3,8.0,8.0,11.4,11.6,0.483,10.1
0.0,57.3,357.0,84.0,29.0,83.0,84.0,5.6,5.5,0.514,10.4
0.0,56.7,366.0,87.0,28.4,86.0,87.0,5.7,5.7,0.507,10.4
0.0,56.4,364.0,89.0,27.8,88.0,89.0,5.8,5.8,0.501,10.4
0.0,55.9,369.0,85.0,27.2,85.0,85.0,5.9,5.9,0.496,10.4
0.0,55.6,371.0,82.0,26.6,8.0,82.0,6.0,6.0,0.486,10.0
0.0,55.3,37.0,84.0,26.0,83.0,84.0,6.1,6.2,0.48,9.7
0.0,54.8,373.0,8.0,25.4,79.0,8.0,6.3,6.3,0.473,9.2
0.0,54.2,382.0,84.0,24.9,82.0,84.0,6.4,6.5,0.466,8.8
0.0,53.6,395.0,82.0,24.4,81.0,82.0,6.6,6.6,0.456,8.0
0.0,53.3,394.0,81.0,23.8,78.0,81.0,6.7,6.8,0.456,8.2
0.0,52.8,4.0,79.0,23.3,79.0,8.0,6.9,7.0,0.456,8.3
0.0,82.2,64.0,55.0,67.0,91.0,91.0,0.6,0.5,0.919,16.3
0.0,82.0,65.0,55.0,66.4,91.0,91.0,0.5,0.5,0.912,15.9
0.0,81.8,67.0,55.0,65.8,91.0,91.0,0.5,0.5,0.909,15.9
0.0,81.6,68.0,7.0,65.3,99.0,95.0,0.5,0.5,0.907,15.9
0.0,81.5,68.0,7.0,64.7,87.0,87.0,0.5,0.5,0.903,15.9
0.0,81.2,7.0,56.0,64.1,88.0,89.0,0.5,0.4,0.898,15.9
0.0,81.0,72.0,42.0,63.6,89.0,91.0,0.5,0.4,0.898,15.9
0.0,87.0,74.0,28.0,63.0,89.0,92.0,0.5,0.4,0.897,15.8
0.0,85.0,74.0,14.0,62.5,9.0,94.0,0.5,0.4,0.894,15.8
0.0,85.0,75.0,14.0,61.9,95.0,95.0,0.5,0.4,0.891,15.8
0.0,81.0,76.0,14.0,61.3,93.0,93.0,0.5,0.4,0.886,15.8
0.0,80.0,77.0,14.0,6.6,91.0,91.0,0.5,0.4,0.881,15.8
0.0,79.7,78.0,14.0,6.0,88.0,91.0,0.5,0.4,0.877,15.8
0.0,52.5,397.0,47.0,22.7,47.0,47.0,8.2,8.2,0.347,7.1
0.0,58.0,437.0,47.0,22.1,47.0,47.0,8.4,8.3,0.345,7.1
0.0,49.9,451.0,23.0,21.6,23.0,23.0,8.5,8.5,0.37,7.1
0.0,53.0,439.0,47.0,21.2,47.0,47.0,8.7,8.6,0.366,7.1
0.0,49.8,443.0,47.0,2.7,47.0,47.0,8.8,8.8,0.361,6.8
0.0,49.2,446.0,45.0,2.2,46.0,45.0,9.0,8.9,0.352,6.6
0.0,48.6,453.0,42.0,19.8,45.0,42.0,9.1,9.1,0.345,6.4
0.0,53.1,356.0,46.0,19.1,52.0,46.0,8.5,8.4,0.394,7.3
0.0,52.6,362.0,37.0,18.7,44.0,37.0,8.7,8.5,0.39,7.3
0.0,52.2,366.0,39.0,18.2,46.0,39.0,8.8,8.7,0.387,7.3
0.0,51.8,367.0,4.0,17.9,51.0,4.0,9.0,8.9,0.381,7.3
0.0,51.6,365.0,33.0,17.5,4.0,33.0,9.2,9.1,0.37,6.7
0.0,51.2,364.0,39.0,17.1,43.0,39.0,9.4,9.3,0.36,6.7
0.0,57.0,37.0,24.0,16.7,32.0,24.0,9.6,9.5,0.343,6.3
0.0,49.6,394.0,17.0,16.4,3.0,19.0,9.8,9.7,0.338,6.0
0.0,85.0,82.0,97.0,63.8,96.0,96.0,0.8,0.8,0.845,16.3
0.0,83.0,83.0,95.0,63.1,95.0,95.0,0.8,0.8,0.841,16.2
0.0,81.0,84.0,9.0,62.5,9.0,91.0,0.8,0.8,0.831,15.6
0.0,79.9,84.0,9.0,61.8,9.0,9.0,0.8,0.8,0.826,15.5
0.0,79.8,86.0,94.0,61.2,93.0,94.0,0.8,0.8,0.82,15.4
0.0,79.1,89.0,92.0,6.6,92.0,92.0,0.8,0.9,0.815,15.2
0.0,79.3,91.0,94.0,59.9,94.0,94.0,0.8,0.9,0.816,15.3
0.0,79.6,88.0,95.0,59.3,95.0,95.0,0.9,0.9,0.804,15.2
0.0,78.9,9.0,92.0,58.7,95.0,96.0,0.9,0.9,0.797,14.8
0.0,78.9,91.0,95.0,58.1,94.0,94.0,0.9,0.9,0.796,14.9
0.0,76.1,85.0,99.0,32.9,99.0,99.0,3.6,2.9,0.734,13.5
0.0,75.8,86.0,99.0,31.9,99.0,99.0,3.7,3.0,0.723,13.1
0.0,75.6,88.0,99.0,3.9,99.0,99.0,3.8,3.2,0.713,12.7
0.0,75.4,89.0,99.0,3.0,99.0,99.0,3.9,3.3,0.703,12.4
0.0,75.2,91.0,99.0,29.0,99.0,99.0,4.1,3.5,0.7,12.8
0.0,75.0,92.0,99.0,28.1,99.0,99.0,4.2,3.6,0.691,12.5
0.0,74.9,93.0,99.0,27.3,99.0,99.0,4.4,3.8,0.682,12.2
0.0,74.5,97.0,95.0,26.5,99.0,97.0,4.5,4.0,0.672,11.9
0.0,74.4,96.0,92.0,25.7,94.0,93.0,4.7,4.1,0.659,11.4
0.0,74.2,98.0,91.0,24.9,94.0,93.0,4.8,4.3,0.646,11.0
0.0,73.9,99.0,84.0,24.1,87.0,87.0,5.0,4.4,0.634,10.6
0.0,73.5,11.0,79.0,23.4,87.0,87.0,5.1,4.6,0.622,10.2
0.0,73.1,13.0,75.0,22.6,87.0,86.0,5.3,4.7,0.61,9.9
0.0,72.7,16.0,7.0,21.9,86.0,86.0,5.5,4.9,0.6,9.7
0.0,72.2,11.0,65.0,21.2,86.0,86.0,5.7,5.0,0.592,9.6
0.0,71.7,115.0,6.0,2.5,86.0,85.0,5.9,5.1,0.583,9.5
0.0,74.8,143.0,91.0,57.9,91.0,91.0,2.1,1.9,0.724,13.6
0.0,74.6,144.0,9.0,57.2,9.0,9.0,2.1,1.9,0.72,13.6
0.0,74.4,145.0,91.0,56.4,91.0,91.0,2.1,1.9,0.712,13.3
0.0,74.3,143.0,92.0,55.7,91.0,91.0,2.1,1.9,0.707,13.2
0.0,74.2,144.0,85.0,55.0,85.0,85.0,2.2,2.0,0.7,13.0
0.0,73.6,15.0,88.0,54.2,88.0,88.0,2.2,2.0,0.695,12.8
0.0,73.6,15.0,92.0,53.5,92.0,92.0,2.2,2.0,0.691,12.4
0.0,73.5,146.0,92.0,52.8,92.0,92.0,2.3,2.0,0.683,12.2
0.0,73.5,144.0,93.0,52.0,93.0,93.0,2.3,2.1,0.675,11.9
0.0,73.1,147.0,93.0,51.3,94.0,93.0,2.3,2.1,0.669,11.5
0.0,73.1,144.0,93.0,5.5,93.0,93.0,2.4,2.1,0.658,11.1
0.0,72.8,148.0,89.0,49.8,89.0,89.0,2.4,2.2,0.658,11.3
0.0,72.4,15.0,92.0,49.0,92.0,92.0,2.5,2.2,0.659,11.6
0.0,71.8,163.0,78.0,48.2,83.0,81.0,2.5,2.3,0.656,11.5
0.0,71.5,165.0,8.0,47.5,83.0,8.0,2.5,2.3,0.653,11.4
0.0,71.4,167.0,78.0,46.7,82.0,79.0,2.6,2.3,0.65,11.3
0.0,63.5,227.0,91.0,24.2,92.0,91.0,6.7,6.5,0.498,11.1
0.0,63.2,23.0,88.0,23.7,87.0,87.0,6.8,6.6,0.497,11.1
0.0,62.9,233.0,88.0,23.2,85.0,87.0,6.8,6.6,0.49,10.9
0.0,62.5,237.0,89.0,22.6,85.0,86.0,6.9,6.7,0.484,10.8
0.0,62.2,241.0,83.0,22.1,85.0,83.0,7.0,6.8,0.479,10.6
0.0,61.8,246.0,74.0,21.6,82.0,74.0,7.1,6.9,0.476,10.5
0.0,61.3,251.0,83.0,21.1,84.0,83.0,7.2,7.0,0.465,10.3
0.0,61.0,255.0,81.0,2.6,81.0,81.0,7.2,7.1,0.461,10.2
0.0,66.0,259.0,75.0,2.1,75.0,75.0,7.3,7.2,0.459,10.0
0.0,63.0,262.0,69.0,19.6,69.0,69.0,7.4,7.3,0.451,9.9
0.0,60.0,266.0,68.0,19.2,67.0,68.0,7.5,7.4,0.434,9.7
0.0,59.8,269.0,77.0,18.8,73.0,76.0,7.5,7.5,0.0,9.5
0.0,59.6,271.0,28.0,18.4,8.0,8.0,7.6,7.6,0.0,9.2
0.0,64.7,267.0,8.0,27.4,8.0,8.0,7.5,7.1,0.59,11.1
0.0,64.2,275.0,9.0,26.8,9.0,9.0,7.6,7.3,0.581,11.1
0.0,63.9,274.0,85.0,26.2,85.0,85.0,7.7,7.4,0.576,11.1
0.0,63.7,273.0,62.0,25.6,61.0,85.0,7.9,7.5,0.557,10.2
0.0,62.9,285.0,7.0,25.0,69.0,82.0,8.0,7.6,0.558,10.7
0.0,62.0,298.0,74.0,24.5,72.0,74.0,8.1,7.7,0.548,10.5
0.0,68.0,314.0,75.0,23.9,76.0,78.0,8.3,7.9,0.545,10.3
0.0,59.4,338.0,73.0,23.3,77.0,79.0,8.4,8.0,0.527,10.0
0.0,58.2,354.0,64.0,22.8,71.0,72.0,8.5,8.2,0.517,9.8
0.0,79.6,95.0,92.0,6.5,92.0,92.0,1.7,1.7,0.775,14.2
0.0,79.5,96.0,91.0,59.5,91.0,91.0,1.7,1.7,0.768,13.9
0.0,79.4,96.0,94.0,58.5,95.0,95.0,1.7,1.7,0.762,13.7
0.0,79.2,97.0,91.0,57.5,9.0,91.0,1.8,1.7,0.758,13.6
0.0,79.0,98.0,84.0,56.5,82.0,85.0,1.8,1.7,0.752,13.4
0.0,78.1,16.0,89.0,55.5,93.0,88.0,1.8,1.8,0.749,13.3
0.0,79.2,96.0,87.0,54.4,8.0,86.0,1.9,1.8,0.747,13.1
0.0,78.9,99.0,89.0,53.4,89.0,9.0,1.9,1.8,0.74,12.9
0.0,78.9,93.0,89.0,52.4,89.0,89.0,1.9,1.9,0.734,12.8
0.0,78.0,16.0,88.0,51.4,89.0,89.0,2.0,1.9,0.727,12.6
0.0,78.6,97.0,9.0,5.3,91.0,91.0,2.0,2.0,0.723,12.4
0.0,77.7,12.0,89.0,49.3,9.0,9.0,2.1,2.0,0.719,12.2
0.0,78.0,1.0,86.0,48.3,88.0,88.0,2.2,2.1,0.715,12.1
0.0,78.3,99.0,94.0,47.3,94.0,94.0,2.2,2.2,0.712,11.9
0.0,77.5,1.0,8.0,46.4,92.0,91.0,2.3,2.2,0.708,11.7
0.0,77.6,98.0,89.0,45.4,8.0,88.0,2.4,2.3,0.702,11.6
1.0,78.0,95.0,94.0,63.7,94.0,94.0,1.5,1.4,0.823,15.3
1.0,77.8,97.0,95.0,63.1,95.0,95.0,1.5,1.5,0.82,15.1
1.0,77.7,97.0,96.0,62.5,96.0,96.0,1.5,1.5,0.817,14.9
1.0,77.1,14.0,98.0,61.9,96.0,96.0,1.5,1.5,0.815,14.6
1.0,77.0,14.0,97.0,61.3,96.0,96.0,1.6,1.5,0.808,14.5
1.0,76.6,16.0,97.0,6.6,97.0,97.0,1.6,1.6,0.803,14.2
1.0,76.3,19.0,97.0,6.0,96.0,96.0,1.7,1.6,0.803,14.2
1.0,76.0,116.0,97.0,59.4,96.0,96.0,1.7,1.7,0.8,14.3
1.0,75.8,114.0,95.0,58.7,96.0,96.0,1.8,1.7,0.793,14.3
0.0,79.1,92.0,99.0,61.4,99.0,99.0,3.5,3.3,0.773,13.9
0.0,79.0,93.0,97.0,6.7,99.0,99.0,3.4,3.3,0.772,14.0
0.0,78.7,96.0,96.0,59.9,99.0,99.0,3.4,3.3,0.773,14.7
0.0,78.7,96.0,96.0,59.2,98.0,99.0,3.4,3.2,0.778,15.7
0.0,78.8,92.0,96.0,58.4,99.0,97.0,3.4,3.2,0.78,16.5
0.0,78.0,98.0,96.0,57.7,99.0,96.0,3.4,3.2,0.784,17.6
0.0,78.1,11.0,96.0,56.9,99.0,96.0,3.4,3.2,0.782,17.7
0.0,77.9,12.0,95.0,56.2,99.0,95.0,3.4,3.2,0.771,17.1
0.0,78.1,14.0,93.0,55.4,99.0,93.0,3.4,3.2,0.754,16.0
0.0,78.0,14.0,89.0,54.6,99.0,89.0,3.4,3.2,0.732,14.7
0.0,77.2,19.0,95.0,53.8,99.0,89.0,3.4,3.3,0.719,14.2
0.0,77.3,17.0,99.0,53.0,98.0,88.0,3.4,3.3,0.705,13.2
0.0,77.4,18.0,99.0,52.1,98.0,72.0,3.5,3.3,0.694,12.9
0.0,77.7,19.0,98.0,51.3,98.0,99.0,3.5,3.3,0.692,12.5
0.0,76.7,115.0,98.0,5.4,99.0,98.0,3.6,3.4,0.686,12.3
0.0,76.9,115.0,98.0,49.4,98.0,95.0,3.6,3.4,0.679,12.1
1.0,85.0,52.0,97.0,6.3,97.0,97.0,1.0,1.0,0.854,14.3
1.0,83.0,53.0,96.0,59.8,99.0,99.0,0.9,1.0,0.85,14.0
1.0,81.0,54.0,96.0,59.2,99.0,99.0,0.9,1.0,0.85,13.8
1.0,80.0,56.0,96.0,58.7,99.0,99.0,0.9,1.0,0.85,13.8
1.0,79.7,57.0,96.0,58.3,99.0,99.0,0.9,1.0,0.847,13.8
1.0,79.5,59.0,96.0,57.8,99.0,99.0,0.9,1.0,0.853,14.6
1.0,79.3,6.0,96.0,57.3,99.0,99.0,0.9,1.0,0.849,14.1
1.0,79.1,62.0,93.0,56.8,97.0,97.0,0.9,1.0,0.844,13.7
1.0,78.9,63.0,93.0,56.3,97.0,97.0,0.9,1.0,0.836,13.5
1.0,78.8,64.0,93.0,55.8,97.0,97.0,0.9,1.0,0.829,13.4
1.0,78.7,65.0,88.0,55.3,98.0,98.0,0.9,1.0,0.826,13.5
1.0,78.6,65.0,88.0,54.8,98.0,98.0,0.9,1.0,0.823,13.4
1.0,78.5,66.0,88.0,54.3,98.0,98.0,0.9,1.0,0.815,13.0
1.0,78.4,68.0,88.0,53.8,98.0,98.0,0.9,1.0,0.805,12.5
1.0,78.2,69.0,89.0,53.3,97.0,97.0,0.9,1.0,0.8,12.4
1.0,78.1,7.0,89.0,52.8,97.0,97.0,0.9,1.0,0.798,12.5
0.0,63.5,241.0,84.0,35.0,84.0,84.0,5.6,5.4,0.47,6.3
0.0,63.0,252.0,78.0,34.4,78.0,78.0,5.6,5.4,0.467,6.3
0.0,62.7,256.0,82.0,33.8,82.0,82.0,5.6,5.4,0.464,6.3
0.0,62.2,263.0,81.0,33.2,81.0,81.0,5.6,5.5,0.46,6.3
0.0,61.8,268.0,87.0,32.7,87.0,87.0,5.6,5.5,0.451,5.9
0.0,61.3,273.0,88.0,32.2,88.0,88.0,5.6,5.6,0.441,5.5
0.0,69.0,279.0,89.0,31.7,89.0,89.0,5.7,5.6,0.436,5.3
0.0,62.0,289.0,88.0,31.3,89.0,89.0,5.7,5.6,0.427,5.0
0.0,59.8,296.0,25.0,3.9,88.0,88.0,5.8,5.7,0.416,4.5
0.0,73.9,152.0,81.0,58.9,87.0,85.0,3.3,3.2,0.718,13.2
0.0,73.6,154.0,89.0,57.9,9.0,91.0,3.3,3.2,0.712,13.2
0.0,73.4,157.0,8.0,56.8,82.0,83.0,3.3,3.2,0.709,13.2
0.0,72.1,174.0,74.0,55.8,85.0,85.0,3.3,3.2,0.706,13.1
0.0,73.1,16.0,8.0,54.7,84.0,84.0,3.3,3.2,0.703,13.0
0.0,72.7,166.0,83.0,53.6,85.0,88.0,3.3,3.3,0.697,12.9
0.0,73.6,157.0,8.0,52.6,85.0,82.0,3.4,3.3,0.695,12.9
0.0,73.3,161.0,81.0,51.5,86.0,82.0,3.4,3.3,0.692,12.8
0.0,72.9,164.0,81.0,5.4,86.0,85.0,3.4,3.4,0.685,12.7
0.0,72.3,178.0,84.0,49.3,88.0,89.0,3.5,3.4,0.677,12.6
0.0,69.7,28.0,87.0,48.2,86.0,87.0,3.5,3.4,0.668,12.6
0.0,69.3,214.0,82.0,47.2,66.0,79.0,3.6,3.5,0.666,12.5
0.0,73.0,22.0,79.0,46.1,65.0,79.0,3.6,3.5,0.665,12.4
0.0,71.4,189.0,63.0,45.1,74.0,82.0,3.7,3.6,0.66,12.3
0.0,71.2,188.0,66.0,44.1,71.0,72.0,3.8,3.6,0.656,12.3
0.0,72.0,176.0,68.0,43.1,71.0,78.0,3.8,3.7,0.651,12.2
0.0,76.2,118.0,78.0,54.2,84.0,78.0,1.2,1.1,0.739,14.0
0.0,76.0,121.0,83.0,53.5,84.0,83.0,1.2,1.1,0.737,14.0
0.0,76.0,121.0,87.0,52.8,87.0,87.0,1.3,1.1,0.725,13.4
0.0,75.5,127.0,88.0,52.1,85.0,87.0,1.3,1.2,0.717,13.3
0.0,75.3,131.0,88.0,51.4,85.0,88.0,1.3,1.2,0.71,13.2
0.0,75.0,134.0,9.0,5.7,88.0,91.0,1.3,1.2,0.703,13.1
0.0,75.1,137.0,91.0,5.0,91.0,94.0,1.3,1.2,0.702,13.1
0.0,74.6,139.0,93.0,49.3,94.0,96.0,1.3,1.2,0.698,13.0
0.0,74.7,14.0,94.0,48.6,95.0,96.0,1.4,1.3,0.696,12.9
0.0,74.4,144.0,96.0,47.9,92.0,96.0,1.4,1.3,0.693,12.8
0.0,74.2,151.0,92.0,47.2,89.0,92.0,1.4,1.3,0.688,12.8
0.0,74.4,148.0,88.0,46.5,9.0,88.0,1.5,1.3,0.682,12.7
0.0,74.4,151.0,82.0,45.8,97.0,87.0,1.5,1.4,0.679,12.6
0.0,73.6,157.0,75.0,45.1,88.0,88.0,1.5,1.4,0.675,12.5
0.0,73.4,158.0,69.0,44.3,9.0,89.0,1.6,1.5,0.67,12.4
0.0,72.8,163.0,36.0,43.6,83.0,87.0,1.6,1.5,0.668,12.4
0.0,79.0,159.0,93.0,61.1,93.0,93.0,2.8,2.8,0.688,13.1
0.0,78.0,161.0,94.0,6.2,94.0,94.0,2.8,2.8,0.686,13.1
0.0,79.0,159.0,97.0,59.4,97.0,97.0,2.9,2.8,0.681,12.8
0.0,72.0,165.0,93.0,58.6,93.0,93.0,2.9,2.8,0.673,12.4
0.0,74.0,168.0,96.0,57.8,96.0,96.0,2.9,2.9,0.671,12.4
0.0,70.0,173.0,97.0,57.0,97.0,97.0,3.0,2.9,0.665,12.2
0.0,69.9,174.0,97.0,56.2,97.0,97.0,3.0,3.0,0.659,12.0
0.0,69.8,172.0,97.0,55.5,97.0,97.0,3.1,3.0,0.651,11.9
0.0,69.7,171.0,98.0,54.8,98.0,98.0,3.1,3.1,0.644,11.7
0.0,69.5,175.0,98.0,54.2,98.0,98.0,3.2,3.1,0.636,11.5
0.0,69.4,174.0,98.0,53.5,98.0,98.0,3.2,3.2,0.629,11.4
